Area,Element Code,Element,Item Code,Item,Year,Unit,Value,Flag Description
Mexico,5616,Import Quantity,1650,Other fibreboard,2016,m3,20000,Figure from international organizations
Mexico,5616,Import Quantity,1650,Other fibreboard,2017,m3,18000,Figure from international organizations
Mexico,5616,Import Quantity,1650,Other fibreboard,2018,m3,17667,Figure from international organizations
Mexico,5616,Import Quantity,1650,Other fibreboard,2019,m3,23653,Estimated value
Mexico,5616,Import Quantity,1650,Other fibreboard,2020,m3,28220,Estimated value
Mexico,5616,Import Quantity,1650,Other fibreboard,2021,m3,28220,Imputed value
Mexico,5916,Export Quantity,1650,Other fibreboard,1992,m3,4892,Official figure
Mexico,5916,Export Quantity,1650,Other fibreboard,1993,m3,2777,Official figure
Mexico,5916,Export Quantity,1650,Other fibreboard,1994,m3,2777,Imputed value
Mexico,5916,Export Quantity,1650,Other fibreboard,1995,m3,800,Official figure
Mexico,5916,Export Quantity,1650,Other fibreboard,1996,m3,1400,Official figure
Mexico,5916,Export Quantity,1650,Other fibreboard,1997,m3,5300,Official figure
Mexico,5916,Export Quantity,1650,Other fibreboard,1998,m3,11000,Official figure
Mexico,5916,Export Quantity,1650,Other fibreboard,1999,m3,11000,Imputed value
Mexico,5916,Export Quantity,1650,Other fibreboard,2000,m3,11000,Estimated value
Mexico,5916,Export Quantity,1650,Other fibreboard,2001,m3,0,Official figure
Mexico,5916,Export Quantity,1650,Other fibreboard,2002,m3,0,Estimated value
Mexico,5916,Export Quantity,1650,Other fibreboard,2003,m3,0,Estimated value
Mexico,5916,Export Quantity,1650,Other fibreboard,2004,m3,0,Estimated value
Mexico,5916,Export Quantity,1650,Other fibreboard,2005,m3,0,Estimated value
Mexico,5916,Export Quantity,1650,Other fibreboard,2006,m3,0,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2007,m3,0,Estimated value
Mexico,5916,Export Quantity,1650,Other fibreboard,2008,m3,0,Estimated value
Mexico,5916,Export Quantity,1650,Other fibreboard,2009,m3,88,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2010,m3,546,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2011,m3,450,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2012,m3,269,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2013,m3,134,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2014,m3,34,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2015,m3,1625,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2016,m3,914,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2017,m3,2936,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2018,m3,851,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2019,m3,213,Figure from international organizations
Mexico,5916,Export Quantity,1650,Other fibreboard,2020,m3,166,Estimated value
Mexico,5916,Export Quantity,1650,Other fibreboard,2021,m3,94.47,Figure from international organizations
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1961,m3,20000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1962,m3,20000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1963,m3,12400,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1964,m3,15200,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1965,m3,14000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1966,m3,17000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1967,m3,18000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1968,m3,21000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1969,m3,21000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1970,m3,21000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1971,m3,23200,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1972,m3,23200,Imputed value
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1973,m3,25300,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1974,m3,18000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1975,m3,13700,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1976,m3,25300,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1977,m3,30000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1978,m3,26000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1979,m3,26000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1980,m3,26000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1981,m3,26000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1982,m3,26000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1983,m3,67000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1984,m3,65000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1985,m3,96000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1986,m3,79000,Figure from international organizations
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1987,m3,63000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1988,m3,86000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1989,m3,45000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1990,m3,39000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1991,m3,45000,Figure from international organizations
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1992,m3,35000,Imputed value
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1993,m3,29000,Official figure
Mexico,5516,Production,1649,"Fibreboard, compressed (1961-1994)",1994,m3,24000,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1961,m3,1800,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1962,m3,2200,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1963,m3,2000,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1964,m3,2900,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1965,m3,1400,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1966,m3,2527,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1967,m3,2948,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1968,m3,2001,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1969,m3,2527,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1970,m3,2001,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1971,m3,1895,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1977,m3,700,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1978,m3,400,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1979,m3,400,Imputed value
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1980,m3,6800,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1981,m3,6800,Imputed value
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1987,m3,0,Imputed value
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1992,m3,11841,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1993,m3,3300,Official figure
Mexico,5616,Import Quantity,1649,"Fibreboard, compressed (1961-1994)",1994,m3,15000,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1961,m3,300,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1962,m3,1300,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1963,m3,3900,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1964,m3,2500,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1965,m3,1500,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1966,m3,737,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1967,m3,316,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1968,m3,1053,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1969,m3,6318,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1970,m3,1369,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1971,m3,2738,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1972,m3,2633,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1973,m3,1685,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1974,m3,1264,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1975,m3,2106,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1976,m3,4001,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1977,m3,3500,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1978,m3,1800,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1979,m3,1800,Imputed value
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1987,m3,0,Imputed value
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1992,m3,7442,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1993,m3,3300,Official figure
Mexico,5916,Export Quantity,1649,"Fibreboard, compressed (1961-1994)",1994,m3,3300,Imputed value
Mexico,5510,Production,1875,Wood pulp,1961,tonnes,171200,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1962,tonnes,179300,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1963,tonnes,194400,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1964,tonnes,199900,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1965,tonnes,238000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1966,tonnes,244000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1967,tonnes,266000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1968,tonnes,279000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1969,tonnes,285000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1970,tonnes,320000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1971,tonnes,309000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1972,tonnes,327000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1973,tonnes,346000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1974,tonnes,362000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1975,tonnes,364000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1976,tonnes,411000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1977,tonnes,433000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1978,tonnes,472000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1979,tonnes,457000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1980,tonnes,442000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1981,tonnes,460000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1982,tonnes,478000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1983,tonnes,451000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1984,tonnes,505000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1985,tonnes,574000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1986,tonnes,546000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1987,tonnes,553000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1988,tonnes,653000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1989,tonnes,521000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1990,tonnes,519000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1991,tonnes,467000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1992,tonnes,319000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1993,tonnes,222000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1994,tonnes,175000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1995,tonnes,298600,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1996,tonnes,357000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1997,tonnes,318600,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1998,tonnes,424000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,1999,tonnes,349000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2000,tonnes,366000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2001,tonnes,211000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2002,tonnes,333000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2003,tonnes,348000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2004,tonnes,228000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2005,tonnes,216000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2006,tonnes,214000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2007,tonnes,210000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2008,tonnes,214000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2009,tonnes,165000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2010,tonnes,145000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2011,tonnes,138000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2012,tonnes,139000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2013,tonnes,142000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2014,tonnes,115000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2015,tonnes,136000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2016,tonnes,135000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2017,tonnes,125000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2018,tonnes,125000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2019,tonnes,123000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2020,tonnes,121900,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5510,Production,1875,Wood pulp,2021,tonnes,87000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1961,tonnes,48600,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1962,tonnes,45200,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1963,tonnes,50600,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1964,tonnes,58500,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1965,tonnes,34000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1966,tonnes,31700,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1967,tonnes,47600,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1968,tonnes,95800,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1969,tonnes,127400,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1970,tonnes,170100,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1971,tonnes,114200,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1972,tonnes,112700,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1973,tonnes,127700,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1974,tonnes,245300,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1975,tonnes,147600,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1976,tonnes,152600,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1977,tonnes,69900,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1978,tonnes,112200,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1979,tonnes,135900,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1980,tonnes,211500,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1981,tonnes,226600,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1982,tonnes,201800,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1983,tonnes,224800,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1984,tonnes,272800,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1985,tonnes,321800,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1986,tonnes,350800,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1987,tonnes,428800,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1988,tonnes,403800,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1989,tonnes,249800,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1990,tonnes,284600,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1991,tonnes,336800,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1992,tonnes,425701,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1993,tonnes,654422,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1994,tonnes,602700,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1995,tonnes,843000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1996,tonnes,418800,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1997,tonnes,344000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1998,tonnes,463900,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,1999,tonnes,544500,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2000,tonnes,521900,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2001,tonnes,645000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2002,tonnes,645000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2003,tonnes,754000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2004,tonnes,845458,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2005,tonnes,828139,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2006,tonnes,1217713,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2007,tonnes,1182713,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2008,tonnes,1316713,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2009,tonnes,869611,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2010,tonnes,891317.1,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2011,tonnes,856333,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2012,tonnes,870271,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2013,tonnes,883289,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2014,tonnes,889429,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2015,tonnes,892190,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2016,tonnes,960279,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2017,tonnes,990003,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2018,tonnes,1011901,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2019,tonnes,787558,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2020,tonnes,907374,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5610,Import Quantity,1875,Wood pulp,2021,tonnes,812528,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,1961,tonnes,300,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,1962,tonnes,1300,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,1987,tonnes,0,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,1992,tonnes,257,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,1993,tonnes,257,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,1994,tonnes,0,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,1995,tonnes,4900,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,1996,tonnes,22000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,1997,tonnes,9100,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,1998,tonnes,2200,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,1999,tonnes,2100,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,2000,tonnes,15500,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,2001,tonnes,36400,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,2002,tonnes,36400,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,2003,tonnes,36400,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,2004,tonnes,36400,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,2005,tonnes,20000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,2006,tonnes,20000,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,2007,tonnes,25,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,2008,tonnes,68,"Aggregate, may include official, semi-official, estimated or calculated data"
Mexico,5910,Export Quantity,1875,Wood pulp,2009,tonnes,194,"Aggregate, may include official, semi-official, estimated or calculated data"
